vendor_disrupted,molecule,country,shipment_qty,delay_days,severity,lane_vendor_count,has_alternate,action,alternate_vendor,volume_coverage,route
Aurobindo Pharma Limited,Nevirapine,South Africa,38400.0,28,3,6,True,T1_ALT_VENDOR_SAME_LANE,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> South Africa
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Nigeria,5884.0,8,2,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.17,Abbott GmbH & Co. KG -> Nigeria
Aurobindo Pharma Limited,Efavirenz,South Africa,20060.0,43,3,6,True,T1_ALT_VENDOR_SAME_LANE,EMCURE PHARMACEUTICALS LTD,1.0,EMCURE PHARMACEUTICALS LTD -> South Africa
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Kenya,4440.0,19,2,2,True,T1_ALT_VENDOR_SAME_LANE,SCMS from RDC,0.079,SCMS from RDC -> Kenya
Aurobindo Pharma Limited,Efavirenz,South Africa,32080.0,32,3,6,True,T1_ALT_VENDOR_SAME_LANE,EMCURE PHARMACEUTICALS LTD,1.0,EMCURE PHARMACEUTICALS LTD -> South Africa
Aurobindo Pharma Limited,Efavirenz,South Africa,52516.0,64,4,6,True,T1_ALT_VENDOR_SAME_LANE,EMCURE PHARMACEUTICALS LTD,1.0,EMCURE PHARMACEUTICALS LTD -> South Africa
Aurobindo Pharma Limited,Zidovudine,South Africa,7548.0,31,3,4,True,T1_ALT_VENDOR_SAME_LANE,"JSI R&T INSTITUTE, INC.",0.106,"JSI R&T INSTITUTE, INC. -> South Africa"
"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets",Mozambique,2591.0,13,2,2,True,T1_ALT_VENDOR_SAME_LANE,SCMS from RDC,0.156,SCMS from RDC -> Mozambique
Aurobindo Pharma Limited,Lopinavir/Ritonavir,Uganda,10679.0,5,1,3,True,T1_ALT_VENDOR_SAME_LANE,SCMS from RDC,0.264,SCMS from RDC -> Uganda
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Zambia,2950.0,1,1,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.339,Abbott GmbH & Co. KG -> Zambia
Aurobindo Pharma Limited,Tenofovir Disoproxil Fumarate,South Africa,108677.0,13,2,5,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,0.498,CIPLA LIMITED -> South Africa
Aurobindo Pharma Limited,Efavirenz,South Africa,125247.0,30,3,6,True,T1_ALT_VENDOR_SAME_LANE,EMCURE PHARMACEUTICALS LTD,0.622,EMCURE PHARMACEUTICALS LTD -> South Africa
Aurobindo Pharma Limited,Nevirapine,"Congo, DRC",492.0,8,2,2,True,T1_ALT_VENDOR_SAME_LANE,SCMS from RDC,1.0,"SCMS from RDC -> Congo, DRC"
CIPLA LIMITED,Tenofovir Disoproxil Fumarate,South Africa,83238.0,40,3,5,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.639,Aurobindo Pharma Limited -> South Africa
Aurobindo Pharma Limited,Tenofovir Disoproxil Fumarate,South Africa,59681.0,13,2,5,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,0.907,CIPLA LIMITED -> South Africa
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Zambia,3000.0,7,1,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.333,Abbott GmbH & Co. KG -> Zambia
Aurobindo Pharma Limited,Lamivudine,South Africa,17013.0,1,1,7,True,T1_ALT_VENDOR_SAME_LANE,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> South Africa
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Nigeria,4697.0,6,1,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.213,Abbott GmbH & Co. KG -> Nigeria
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Kenya,7888.0,3,1,2,True,T1_ALT_VENDOR_SAME_LANE,SCMS from RDC,0.044,SCMS from RDC -> Kenya
Aurobindo Pharma Limited,Nevirapine,South Africa,40751.0,2,1,6,True,T1_ALT_VENDOR_SAME_LANE,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> South Africa
"Orgenics, Ltd","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",South Sudan,50.0,5,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,WAGENIA,1.0,WAGENIA -> South Sudan
Aurobindo Pharma Limited,Tenofovir Disoproxil Fumarate,South Africa,76097.0,94,5,5,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,0.711,CIPLA LIMITED -> South Africa
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Kenya,6636.0,1,1,2,True,T1_ALT_VENDOR_SAME_LANE,SCMS from RDC,0.053,SCMS from RDC -> Kenya
Aurobindo Pharma Limited,Efavirenz,South Africa,35357.0,7,1,6,True,T1_ALT_VENDOR_SAME_LANE,EMCURE PHARMACEUTICALS LTD,1.0,EMCURE PHARMACEUTICALS LTD -> South Africa
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Nigeria,1960.0,48,4,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.51,Abbott GmbH & Co. KG -> Nigeria
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Kenya,7110.0,3,1,2,True,T1_ALT_VENDOR_SAME_LANE,SCMS from RDC,0.049,SCMS from RDC -> Kenya
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Nigeria,8149.0,29,3,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.123,Abbott GmbH & Co. KG -> Nigeria
Aurobindo Pharma Limited,Tenofovir Disoproxil Fumarate,South Africa,39878.0,32,3,5,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,1.0,CIPLA LIMITED -> South Africa
REINBOLD EXPORT IMPORT,"HIV 1/2, Determine Complete HIV Kit",Haiti,1250.0,7,1,4,True,T1_ALT_VENDOR_SAME_LANE,"Orgenics, Ltd",1.0,"Orgenics, Ltd -> Haiti"
Aurobindo Pharma Limited,Tenofovir Disoproxil Fumarate,South Africa,28907.0,67,4,5,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,1.0,CIPLA LIMITED -> South Africa
Aurobindo Pharma Limited,Nevirapine,South Africa,38341.0,1,1,6,True,T1_ALT_VENDOR_SAME_LANE,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> South Africa
Aurobindo Pharma Limited,Nevirapine,South Africa,11980.0,1,1,6,True,T1_ALT_VENDOR_SAME_LANE,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> South Africa
CIPLA LIMITED,Nevirapine,South Africa,38400.0,55,4,6,True,T1_ALT_VENDOR_SAME_LANE,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> South Africa
CIPLA LIMITED,Tenofovir Disoproxil Fumarate,South Africa,54247.0,49,4,5,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.981,Aurobindo Pharma Limited -> South Africa
Aurobindo Pharma Limited,Efavirenz,South Africa,87018.0,31,3,6,True,T1_ALT_VENDOR_SAME_LANE,EMCURE PHARMACEUTICALS LTD,0.895,EMCURE PHARMACEUTICALS LTD -> South Africa
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Kenya,1.0,3,1,2,True,T1_ALT_VENDOR_SAME_LANE,SCMS from RDC,1.0,SCMS from RDC -> Kenya
Aurobindo Pharma Limited,Lamivudine,South Africa,11628.0,150,5,7,True,T1_ALT_VENDOR_SAME_LANE,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> South Africa
Aurobindo Pharma Limited,Lamivudine,South Africa,76554.0,32,3,7,True,T1_ALT_VENDOR_SAME_LANE,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> South Africa
Aurobindo Pharma Limited,Tenofovir Disoproxil Fumarate,South Africa,124312.0,7,1,5,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,0.435,CIPLA LIMITED -> South Africa
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Zambia,2835.0,3,1,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.353,Abbott GmbH & Co. KG -> Zambia
Aurobindo Pharma Limited,Efavirenz,South Africa,120.0,31,3,6,True,T1_ALT_VENDOR_SAME_LANE,EMCURE PHARMACEUTICALS LTD,1.0,EMCURE PHARMACEUTICALS LTD -> South Africa
Aurobindo Pharma Limited,Efavirenz,South Africa,9572.0,112,5,6,True,T1_ALT_VENDOR_SAME_LANE,EMCURE PHARMACEUTICALS LTD,1.0,EMCURE PHARMACEUTICALS LTD -> South Africa
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Nigeria,2887.0,83,4,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.346,Abbott GmbH & Co. KG -> Nigeria
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Nigeria,2744.0,8,2,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.364,Abbott GmbH & Co. KG -> Nigeria
Aurobindo Pharma Limited,Tenofovir Disoproxil Fumarate,South Africa,42131.0,50,4,5,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,1.0,CIPLA LIMITED -> South Africa
CIPLA LIMITED,Tenofovir Disoproxil Fumarate,South Africa,44293.0,3,1,5,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> South Africa
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Nigeria,2744.0,8,2,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.364,Abbott GmbH & Co. KG -> Nigeria
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Nigeria,2880.0,70,4,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.347,Abbott GmbH & Co. KG -> Nigeria
S. BUYS WHOLESALER,Stavudine,South Africa,1700.0,6,1,2,True,T1_ALT_VENDOR_SAME_LANE,"JSI R&T INSTITUTE, INC.",0.118,"JSI R&T INSTITUTE, INC. -> South Africa"
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Nigeria,3154.0,21,2,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.317,Abbott GmbH & Co. KG -> Nigeria
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Nigeria,6340.0,8,2,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.158,Abbott GmbH & Co. KG -> Nigeria
Aurobindo Pharma Limited,Lamivudine,South Africa,33711.0,27,3,7,True,T1_ALT_VENDOR_SAME_LANE,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> South Africa
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Nigeria,3038.0,1,1,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.329,Abbott GmbH & Co. KG -> Nigeria
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Zambia,2910.0,1,1,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.344,Abbott GmbH & Co. KG -> Zambia
"Orgenics, Ltd","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",South Sudan,15.0,5,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,WAGENIA,1.0,WAGENIA -> South Sudan
Aurobindo Pharma Limited,Efavirenz,South Africa,54000.0,3,1,6,True,T1_ALT_VENDOR_SAME_LANE,EMCURE PHARMACEUTICALS LTD,1.0,EMCURE PHARMACEUTICALS LTD -> South Africa
ASPEN PHARMACARE,Abacavir,South Africa,12000.0,36,3,6,True,T1_ALT_VENDOR_SAME_LANE,GLAXOSMITHKLINE EXPORT LIMITED,1.0,GLAXOSMITHKLINE EXPORT LIMITED -> South Africa
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Mozambique,5102.0,28,3,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.196,Abbott GmbH & Co. KG -> Mozambique
Aurobindo Pharma Limited,Efavirenz,South Africa,31680.0,71,4,6,True,T1_ALT_VENDOR_SAME_LANE,EMCURE PHARMACEUTICALS LTD,1.0,EMCURE PHARMACEUTICALS LTD -> South Africa
Aurobindo Pharma Limited,Efavirenz,South Africa,31680.0,50,4,6,True,T1_ALT_VENDOR_SAME_LANE,EMCURE PHARMACEUTICALS LTD,1.0,EMCURE PHARMACEUTICALS LTD -> South Africa
Aurobindo Pharma Limited,Efavirenz,South Africa,53916.0,7,1,6,True,T1_ALT_VENDOR_SAME_LANE,EMCURE PHARMACEUTICALS LTD,1.0,EMCURE PHARMACEUTICALS LTD -> South Africa
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Nigeria,3072.0,6,1,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.326,Abbott GmbH & Co. KG -> Nigeria
"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Rwanda,4230.0,49,4,1,False,T5_SINGLE_SOURCED,,,(single-sourced: hold & buffer)
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Zambia,2814.0,4,1,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.355,Abbott GmbH & Co. KG -> Zambia
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Nigeria,2744.0,8,2,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.364,Abbott GmbH & Co. KG -> Nigeria
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Nigeria,2100.0,42,3,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.476,Abbott GmbH & Co. KG -> Nigeria
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Zimbabwe,2450.0,11,2,2,True,T1_ALT_VENDOR_SAME_LANE,SCMS from RDC,0.143,SCMS from RDC -> Zimbabwe
STRIDES ARCOLAB LIMITED,Lamivudine,South Africa,122743.0,58,4,7,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,0.326,CIPLA LIMITED -> South Africa
EMCURE PHARMACEUTICALS LTD,Efavirenz,South Africa,105813.0,39,3,6,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.334,Aurobindo Pharma Limited -> South Africa
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Nigeria,3050.0,4,1,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.328,Abbott GmbH & Co. KG -> Nigeria
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Nigeria,2949.0,4,1,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.339,Abbott GmbH & Co. KG -> Nigeria
Aurobindo Pharma Limited,Zidovudine,South Africa,2098.0,86,4,4,True,T1_ALT_VENDOR_SAME_LANE,"JSI R&T INSTITUTE, INC.",0.381,"JSI R&T INSTITUTE, INC. -> South Africa"
HETERO LABS LIMITED,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Botswana,39550.0,2,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,SCMS from RDC,0.774,SCMS from RDC -> Botswana
CIPLA LIMITED,Tenofovir Disoproxil Fumarate,South Africa,64771.0,2,1,5,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.821,Aurobindo Pharma Limited -> South Africa
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Kenya,1500.0,3,1,2,True,T1_ALT_VENDOR_SAME_LANE,SCMS from RDC,0.233,SCMS from RDC -> Kenya
Aurobindo Pharma Limited,Lamivudine,South Africa,11640.0,41,3,7,True,T1_ALT_VENDOR_SAME_LANE,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> South Africa
Aurobindo Pharma Limited,Nevirapine,Uganda,11036.0,2,1,4,True,T1_ALT_VENDOR_SAME_LANE,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Uganda
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Nigeria,3076.0,6,1,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.325,Abbott GmbH & Co. KG -> Nigeria
CIPLA LIMITED,Tenofovir Disoproxil Fumarate,South Africa,64738.0,14,2,5,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.822,Aurobindo Pharma Limited -> South Africa
Aurobindo Pharma Limited,Tenofovir Disoproxil Fumarate,South Africa,146670.0,71,4,5,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,0.369,CIPLA LIMITED -> South Africa
Aurobindo Pharma Limited,Efavirenz,South Africa,58489.0,7,1,6,True,T1_ALT_VENDOR_SAME_LANE,EMCURE PHARMACEUTICALS LTD,1.0,EMCURE PHARMACEUTICALS LTD -> South Africa
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Zambia,2127.0,4,1,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.47,Abbott GmbH & Co. KG -> Zambia
Aurobindo Pharma Limited,Nevirapine,Zambia,39201.0,1,1,3,True,T1_ALT_VENDOR_SAME_LANE,SCMS from RDC,0.28,SCMS from RDC -> Zambia
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Nigeria,10364.0,1,1,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.096,Abbott GmbH & Co. KG -> Nigeria
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Nigeria,3040.0,1,1,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.329,Abbott GmbH & Co. KG -> Nigeria
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Nigeria,3056.0,4,1,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.327,Abbott GmbH & Co. KG -> Nigeria
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Nigeria,2835.0,1,1,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.353,Abbott GmbH & Co. KG -> Nigeria
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Nigeria,2128.0,5,1,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.47,Abbott GmbH & Co. KG -> Nigeria
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Nigeria,3076.0,4,1,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.325,Abbott GmbH & Co. KG -> Nigeria
HETERO LABS LIMITED,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Vietnam,14016.0,7,1,2,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Vietnam
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Nigeria,1750.0,10,2,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.571,Abbott GmbH & Co. KG -> Nigeria
Aurobindo Pharma Limited,Efavirenz,South Africa,70.0,15,2,6,True,T1_ALT_VENDOR_SAME_LANE,EMCURE PHARMACEUTICALS LTD,1.0,EMCURE PHARMACEUTICALS LTD -> South Africa
CIPLA LIMITED,Nevirapine,South Africa,48446.0,30,3,6,True,T1_ALT_VENDOR_SAME_LANE,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> South Africa
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Nigeria,3056.0,6,1,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.327,Abbott GmbH & Co. KG -> Nigeria
"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Tanzania,10000.0,6,1,2,True,T1_ALT_VENDOR_SAME_LANE,SCMS from RDC,0.31,SCMS from RDC -> Tanzania
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Tanzania,1044.0,1,1,4,True,T1_ALT_VENDOR_SAME_LANE,"Standard Diagnostics, Inc.",1.0,"Standard Diagnostics, Inc. -> Tanzania"
Aurobindo Pharma Limited,Lamivudine/Tenofovir Disoproxil Fumarate,Rwanda,48640.0,1,1,4,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Rwanda
Aurobindo Pharma Limited,Tenofovir Disoproxil Fumarate,South Africa,29031.0,84,4,5,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,1.0,CIPLA LIMITED -> South Africa
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Nigeria,3180.0,1,1,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.314,Abbott GmbH & Co. KG -> Nigeria
CIPLA LIMITED,Tenofovir Disoproxil Fumarate,South Africa,51828.0,35,3,5,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> South Africa
Aurobindo Pharma Limited,Zidovudine,South Africa,86467.0,52,4,4,True,T1_ALT_VENDOR_SAME_LANE,"JSI R&T INSTITUTE, INC.",0.009,"JSI R&T INSTITUTE, INC. -> South Africa"
Aurobindo Pharma Limited,Efavirenz,South Africa,246113.0,13,2,6,True,T1_ALT_VENDOR_SAME_LANE,EMCURE PHARMACEUTICALS LTD,0.317,EMCURE PHARMACEUTICALS LTD -> South Africa
Aurobindo Pharma Limited,Lamivudine/Zidovudine,Tanzania,53051.0,7,1,3,True,T1_ALT_VENDOR_SAME_LANE,SCMS from RDC,0.283,SCMS from RDC -> Tanzania
"Orgenics, Ltd","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",South Sudan,50.0,5,1,1,False,T5_SINGLE_SOURCED,,,(single-sourced: hold & buffer)
Aurobindo Pharma Limited,Lamivudine,South Africa,25342.0,43,3,7,True,T1_ALT_VENDOR_SAME_LANE,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> South Africa
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Nigeria,2744.0,1,1,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.364,Abbott GmbH & Co. KG -> Nigeria
Aurobindo Pharma Limited,Tenofovir Disoproxil Fumarate,South Africa,100.0,13,2,5,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,1.0,CIPLA LIMITED -> South Africa
"Orgenics, Ltd","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",South Sudan,15.0,5,1,1,False,T5_SINGLE_SOURCED,,,(single-sourced: hold & buffer)
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Kenya,4555.0,1,1,2,True,T1_ALT_VENDOR_SAME_LANE,SCMS from RDC,0.077,SCMS from RDC -> Kenya
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Uganda,3032.0,4,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,INVERNESS MEDICAL INNOVATIONS HONG KONG LTD,1.0,INVERNESS MEDICAL INNOVATIONS HONG KONG LTD -> Uganda
Aurobindo Pharma Limited,Efavirenz,South Africa,17357.0,31,3,6,True,T1_ALT_VENDOR_SAME_LANE,EMCURE PHARMACEUTICALS LTD,1.0,EMCURE PHARMACEUTICALS LTD -> South Africa
EMCURE PHARMACEUTICALS LTD,Efavirenz,South Africa,47963.0,18,2,6,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.737,Aurobindo Pharma Limited -> South Africa
Aurobindo Pharma Limited,Lamivudine/Zidovudine,Tanzania,39360.0,7,1,3,True,T1_ALT_VENDOR_SAME_LANE,SCMS from RDC,0.381,SCMS from RDC -> Tanzania
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Nigeria,2769.0,16,2,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.361,Abbott GmbH & Co. KG -> Nigeria
Aurobindo Pharma Limited,Efavirenz,South Africa,29380.0,50,4,6,True,T1_ALT_VENDOR_SAME_LANE,EMCURE PHARMACEUTICALS LTD,1.0,EMCURE PHARMACEUTICALS LTD -> South Africa
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Nigeria,3041.0,4,1,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.329,Abbott GmbH & Co. KG -> Nigeria
CIPLA LIMITED,Tenofovir Disoproxil Fumarate,South Africa,51382.0,127,5,5,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> South Africa
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Kenya,6618.0,19,2,2,True,T1_ALT_VENDOR_SAME_LANE,SCMS from RDC,0.053,SCMS from RDC -> Kenya
Aurobindo Pharma Limited,Nevirapine,Zambia,38939.0,1,1,3,True,T1_ALT_VENDOR_SAME_LANE,SCMS from RDC,0.282,SCMS from RDC -> Zambia
"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Tanzania,10000.0,1,1,2,True,T1_ALT_VENDOR_SAME_LANE,SCMS from RDC,0.31,SCMS from RDC -> Tanzania
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",Mozambique,2863.0,12,2,3,True,T1_ALT_VENDOR_SAME_LANE,Abbott GmbH & Co. KG,0.349,Abbott GmbH & Co. KG -> Mozambique
Aurobindo Pharma Limited,Efavirenz,South Africa,96721.0,30,3,6,True,T1_ALT_VENDOR_SAME_LANE,EMCURE PHARMACEUTICALS LTD,0.806,EMCURE PHARMACEUTICALS LTD -> South Africa
Aurobindo Pharma Limited,Tenofovir Disoproxil Fumarate,South Africa,77473.0,13,2,5,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,0.699,CIPLA LIMITED -> South Africa
Aurobindo Pharma Limited,Tenofovir Disoproxil Fumarate,South Africa,58143.0,21,2,5,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,0.931,CIPLA LIMITED -> South Africa
"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit",South Sudan,90.0,5,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,INVERNESS MEDICAL INNOVATIONS HONG KONG LTD,1.0,INVERNESS MEDICAL INNOVATIONS HONG KONG LTD -> South Sudan
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Zimbabwe,1364.0,14,2,4,True,T1_ALT_VENDOR_SAME_LANE,SCMS from RDC,1.0,SCMS from RDC -> Zimbabwe
